payment_id,customer_id,amount_inr,payment_method,failure_type,hour_of_day,minutes_since_failure,retry_count,previous_payments,previous_successes,previous_success_rate,recovered
PAY_01768,CUST_2378,1540.04,netbanking,card_declined,13,1161,0,10,9,0.9,1
PAY_01769,CUST_1293,751.0,card,card_declined,20,1393,0,9,6,0.667,0
PAY_01770,CUST_0542,3517.98,card,checkout_abandoned,9,1245,1,13,11,0.846,1
PAY_01771,CUST_0872,1626.27,card,network_timeout,15,1218,1,3,1,0.333,0
PAY_01772,CUST_1999,2638.71,upi,checkout_abandoned,6,934,2,10,2,0.2,0
PAY_01773,CUST_1185,2293.29,card,network_timeout,23,1660,1,0,0,0.75,0
PAY_01774,CUST_1648,1939.03,upi,checkout_abandoned,1,2021,2,2,2,1.0,0
PAY_01775,CUST_0737,4098.4,card,network_timeout,5,745,1,8,8,1.0,0
PAY_01776,CUST_0314,4222.05,card,network_timeout,1,715,1,8,6,0.75,1
PAY_01777,CUST_0021,1184.87,card,checkout_abandoned,22,1644,2,8,8,1.0,0
PAY_01778,CUST_0511,860.1,card,insufficient_funds,16,245,2,12,7,0.583,0
PAY_01779,CUST_2309,243.78,card,insufficient_funds,6,981,1,12,7,0.583,0
PAY_01780,CUST_0075,1364.59,wallet,network_timeout,22,2150,1,2,1,0.5,0
PAY_01781,CUST_0041,750.61,card,card_declined,17,1506,2,3,2,0.667,0
PAY_01782,CUST_0076,2517.19,upi,checkout_abandoned,18,475,2,8,5,0.625,0
PAY_01783,CUST_1835,1375.88,upi,insufficient_funds,12,885,2,14,11,0.786,0
PAY_01784,CUST_2219,1500.57,upi,card_declined,7,2040,0,10,3,0.3,0
PAY_01785,CUST_1122,3446.5,upi,card_declined,22,1139,0,2,2,1.0,0
PAY_01786,CUST_2450,2473.39,card,checkout_abandoned,2,1826,1,9,6,0.667,1
PAY_01787,CUST_0892,1639.57,upi,insufficient_funds,5,1754,1,5,5,1.0,1
PAY_01788,CUST_2323,6937.4,card,checkout_abandoned,4,1679,1,1,1,1.0,1
PAY_01789,CUST_1242,3248.87,netbanking,checkout_abandoned,18,1399,2,10,3,0.3,0
PAY_01790,CUST_0888,1290.59,card,card_declined,20,287,1,4,3,0.75,0
PAY_01791,CUST_2205,1337.48,upi,checkout_abandoned,20,634,1,11,11,1.0,0
PAY_01792,CUST_0185,3382.08,upi,insufficient_funds,6,76,2,8,7,0.875,1
PAY_01793,CUST_0285,2117.13,upi,card_declined,12,940,1,6,1,0.167,0
PAY_01794,CUST_1911,734.08,card,checkout_abandoned,13,369,1,3,2,0.667,1
PAY_01795,CUST_2297,3682.37,upi,checkout_abandoned,23,1302,2,4,1,0.25,0
PAY_01796,CUST_0713,4921.3,upi,insufficient_funds,23,868,1,5,5,1.0,0
PAY_01797,CUST_1530,4631.58,upi,network_timeout,7,2031,2,10,8,0.8,1
PAY_01798,CUST_0487,6184.13,card,insufficient_funds,23,1711,1,6,4,0.667,1
PAY_01799,CUST_0413,9422.92,card,network_timeout,21,487,2,0,0,0.75,0
PAY_01800,CUST_1149,7183.26,card,network_timeout,5,848,2,0,0,0.75,0
PAY_01801,CUST_2372,2363.91,netbanking,network_timeout,17,901,2,4,3,0.75,0
PAY_01802,CUST_0202,1523.55,card,network_timeout,23,68,2,7,1,0.143,1
PAY_01803,CUST_2248,416.49,upi,card_declined,6,1569,1,4,3,0.75,0
PAY_01804,CUST_0062,1815.72,upi,checkout_abandoned,7,155,2,14,10,0.714,0
PAY_01805,CUST_2493,2726.71,upi,checkout_abandoned,21,1771,1,3,2,0.667,0
PAY_01806,CUST_1261,1863.82,upi,checkout_abandoned,19,995,2,6,5,0.833,0
PAY_01807,CUST_2020,397.41,upi,card_declined,19,982,1,5,0,0.0,0
PAY_01808,CUST_1573,1431.17,upi,insufficient_funds,5,63,2,4,0,0.0,0
PAY_01809,CUST_2109,3016.36,card,insufficient_funds,6,1356,0,13,4,0.308,0
PAY_01810,CUST_1526,792.2,netbanking,card_declined,0,1632,0,3,0,0.0,0
PAY_01811,CUST_0389,2055.13,wallet,card_declined,17,892,1,0,0,0.75,0
PAY_01812,CUST_0064,2542.35,upi,insufficient_funds,19,529,2,7,7,1.0,1
PAY_01813,CUST_2080,4402.45,wallet,checkout_abandoned,19,2157,2,9,6,0.667,0
PAY_01814,CUST_0218,7084.23,wallet,card_declined,10,1052,0,6,6,1.0,1
PAY_01815,CUST_1811,1330.46,upi,checkout_abandoned,2,1426,2,6,2,0.333,0
PAY_01816,CUST_0465,2085.05,upi,network_timeout,23,1711,1,12,9,0.75,1
PAY_01817,CUST_1652,2137.94,upi,checkout_abandoned,20,1272,1,5,2,0.4,0
PAY_01818,CUST_0835,3026.14,card,network_timeout,8,1193,2,9,4,0.444,0
PAY_01819,CUST_2209,2766.85,card,network_timeout,17,1479,2,12,3,0.25,0
PAY_01820,CUST_1822,5628.21,upi,network_timeout,8,1907,0,5,5,1.0,1
PAY_01821,CUST_1194,278.8,netbanking,checkout_abandoned,20,1479,0,8,4,0.5,0
PAY_01822,CUST_0063,2514.83,card,network_timeout,13,1829,0,5,2,0.4,1
PAY_01823,CUST_0776,2658.38,netbanking,network_timeout,23,607,0,9,5,0.556,0
PAY_01824,CUST_0469,1491.23,upi,network_timeout,19,375,0,8,4,0.5,1
PAY_01825,CUST_1861,294.22,upi,checkout_abandoned,15,219,1,12,9,0.75,1
PAY_01826,CUST_1861,1714.27,card,card_declined,0,49,2,3,3,1.0,1
PAY_01827,CUST_1061,1019.53,upi,network_timeout,10,963,1,2,1,0.5,0
PAY_01828,CUST_0973,6890.55,card,network_timeout,15,1866,1,6,3,0.5,1
PAY_01829,CUST_1437,2430.31,card,checkout_abandoned,12,142,0,9,7,0.778,1
PAY_01830,CUST_1137,952.56,card,network_timeout,5,1416,2,4,3,0.75,0
PAY_01831,CUST_1197,348.43,card,network_timeout,14,1728,1,14,10,0.714,1
PAY_01832,CUST_0258,2887.18,card,checkout_abandoned,5,1984,0,7,5,0.714,0
PAY_01833,CUST_2182,3141.52,upi,network_timeout,22,1750,1,12,6,0.5,0
PAY_01834,CUST_0743,1514.62,card,card_declined,2,180,0,8,8,1.0,0
PAY_01835,CUST_1000,2917.5,card,card_declined,6,327,1,5,5,1.0,1
PAY_01836,CUST_0849,1362.29,netbanking,card_declined,0,2131,0,12,10,0.833,0
PAY_01837,CUST_2394,4227.28,upi,card_declined,5,203,0,2,0,0.0,0
PAY_01838,CUST_2395,3982.6,wallet,insufficient_funds,7,2126,2,3,0,0.0,0
PAY_01839,CUST_2283,485.12,upi,checkout_abandoned,22,2037,0,11,8,0.727,1
PAY_01840,CUST_1390,589.57,card,checkout_abandoned,15,579,0,13,9,0.692,1
PAY_01841,CUST_0828,9141.39,wallet,card_declined,3,1743,0,4,3,0.75,1
PAY_01842,CUST_0333,3794.47,netbanking,network_timeout,10,127,2,8,4,0.5,0
PAY_01843,CUST_1382,655.66,upi,card_declined,3,276,2,7,3,0.429,0
PAY_01844,CUST_1872,512.47,upi,checkout_abandoned,2,804,1,10,8,0.8,1
PAY_01845,CUST_1696,2125.49,upi,card_declined,14,493,2,7,2,0.286,0
PAY_01846,CUST_2323,721.76,upi,network_timeout,11,938,2,9,8,0.889,0
PAY_01847,CUST_2425,1397.13,netbanking,insufficient_funds,4,584,0,10,9,0.9,1
PAY_01848,CUST_0090,1733.19,upi,network_timeout,19,581,1,12,12,1.0,1
PAY_01849,CUST_1034,1674.37,card,insufficient_funds,23,768,0,2,2,1.0,1
PAY_01850,CUST_1307,4432.74,card,checkout_abandoned,20,117,1,9,5,0.556,1
PAY_01851,CUST_1484,7811.46,card,card_declined,21,1496,2,2,1,0.5,0
PAY_01852,CUST_1012,1227.1,card,checkout_abandoned,13,1872,0,0,0,0.75,0
PAY_01853,CUST_1654,728.52,card,network_timeout,5,865,2,10,4,0.4,0
PAY_01854,CUST_1554,2456.81,netbanking,checkout_abandoned,13,457,1,5,4,0.8,1
PAY_01855,CUST_1321,6639.06,card,checkout_abandoned,4,1949,2,10,7,0.7,1
PAY_01856,CUST_0269,1303.71,card,checkout_abandoned,8,1886,1,14,9,0.643,0
PAY_01857,CUST_0697,3554.0,card,card_declined,9,997,1,1,1,1.0,1
PAY_01858,CUST_0380,921.34,upi,insufficient_funds,11,559,0,6,1,0.167,1
PAY_01859,CUST_0873,1830.89,upi,insufficient_funds,19,1616,1,1,1,1.0,0
PAY_01860,CUST_1383,710.51,upi,insufficient_funds,18,1835,2,12,3,0.25,0
PAY_01861,CUST_0937,1815.67,wallet,network_timeout,16,70,0,14,12,0.857,1
PAY_01862,CUST_1218,1639.88,wallet,checkout_abandoned,10,611,0,13,10,0.769,1
PAY_01863,CUST_0722,2927.9,netbanking,checkout_abandoned,0,1863,2,14,5,0.357,0
PAY_01864,CUST_1747,7465.08,netbanking,network_timeout,20,218,0,4,2,0.5,1
PAY_01865,CUST_1267,1318.73,card,network_timeout,4,534,1,4,1,0.25,1
PAY_01866,CUST_1798,363.49,upi,checkout_abandoned,14,1777,1,12,3,0.25,1
PAY_01867,CUST_0155,1531.28,card,checkout_abandoned,3,1759,1,9,9,1.0,0
PAY_01868,CUST_2057,2287.0,netbanking,card_declined,9,600,1,5,5,1.0,0
PAY_01869,CUST_1951,2115.53,card,network_timeout,3,1877,2,3,3,1.0,1
PAY_01870,CUST_1877,1587.0,card,checkout_abandoned,22,667,0,0,0,0.75,0
PAY_01871,CUST_0007,5917.76,card,insufficient_funds,9,448,0,0,0,0.75,0
PAY_01872,CUST_2366,2007.24,upi,insufficient_funds,21,881,2,10,8,0.8,0
PAY_01873,CUST_1611,1655.25,upi,checkout_abandoned,10,1286,0,3,3,1.0,1
PAY_01874,CUST_1496,966.21,card,checkout_abandoned,9,1308,0,12,9,0.75,1
PAY_01875,CUST_0165,445.04,upi,checkout_abandoned,9,563,2,12,5,0.417,1
PAY_01876,CUST_1929,2342.39,card,checkout_abandoned,17,1374,1,6,2,0.333,0
PAY_01877,CUST_2391,2190.48,netbanking,insufficient_funds,18,39,0,4,2,0.5,0
PAY_01878,CUST_2286,771.3,card,insufficient_funds,22,164,0,2,2,1.0,1
PAY_01879,CUST_1463,1737.22,card,network_timeout,1,539,1,3,1,0.333,1
PAY_01880,CUST_1192,1604.33,upi,network_timeout,14,2058,0,9,9,1.0,1
PAY_01881,CUST_1050,1092.19,upi,network_timeout,5,1520,1,11,6,0.545,0
PAY_01882,CUST_0297,954.22,netbanking,network_timeout,22,113,1,11,7,0.636,1
PAY_01883,CUST_0940,2488.93,upi,insufficient_funds,6,151,2,14,10,0.714,1
PAY_01884,CUST_2098,1502.51,wallet,checkout_abandoned,1,1805,2,9,7,0.778,1
PAY_01885,CUST_2341,1121.86,card,insufficient_funds,8,1092,1,7,5,0.714,0
PAY_01886,CUST_0296,903.44,card,insufficient_funds,22,1545,1,5,4,0.8,1
PAY_01887,CUST_0464,1622.22,wallet,card_declined,14,670,2,5,3,0.6,1
PAY_01888,CUST_0835,3771.13,card,card_declined,16,626,0,5,5,1.0,1
PAY_01889,CUST_1165,2123.57,netbanking,checkout_abandoned,14,342,1,13,4,0.308,1
PAY_01890,CUST_1960,1488.98,card,insufficient_funds,3,1290,0,8,7,0.875,1
PAY_01891,CUST_1441,2303.84,upi,card_declined,21,1238,2,3,3,1.0,0
PAY_01892,CUST_0526,5361.77,card,checkout_abandoned,2,1187,2,2,0,0.0,0
PAY_01893,CUST_0336,2664.77,upi,network_timeout,7,2015,2,0,0,0.75,0
PAY_01894,CUST_0534,2216.54,netbanking,card_declined,17,1440,0,12,8,0.667,1
PAY_01895,CUST_0471,2999.99,card,insufficient_funds,22,2014,2,3,3,1.0,0
PAY_01896,CUST_2070,1586.25,card,card_declined,5,1593,1,1,1,1.0,0
PAY_01897,CUST_0274,2085.57,card,checkout_abandoned,23,284,2,4,3,0.75,0
PAY_01898,CUST_0851,1217.28,card,insufficient_funds,0,1112,0,7,6,0.857,0
PAY_01899,CUST_2133,520.66,card,card_declined,12,2099,1,14,13,0.929,0
PAY_01900,CUST_1275,2368.02,wallet,card_declined,4,1547,0,12,10,0.833,0
PAY_01901,CUST_0111,2375.32,card,network_timeout,21,252,2,2,0,0.0,0
PAY_01902,CUST_0656,1429.92,card,card_declined,2,428,0,7,4,0.571,0
PAY_01903,CUST_0481,4122.43,upi,checkout_abandoned,13,167,0,12,7,0.583,0
PAY_01904,CUST_0913,1010.56,card,card_declined,4,1496,0,11,4,0.364,0
PAY_01905,CUST_1266,436.35,card,network_timeout,2,945,2,7,7,1.0,1
PAY_01906,CUST_1957,1030.55,upi,insufficient_funds,12,924,1,3,2,0.667,0
PAY_01907,CUST_2362,524.68,upi,insufficient_funds,6,2108,0,11,7,0.636,0
PAY_01908,CUST_2154,2358.95,netbanking,card_declined,12,2032,1,6,4,0.667,0
PAY_01909,CUST_1252,986.22,card,checkout_abandoned,7,205,1,3,3,1.0,1
PAY_01910,CUST_1174,3957.21,upi,checkout_abandoned,10,1848,2,10,3,0.3,0
PAY_01911,CUST_0954,3891.62,netbanking,card_declined,5,2020,0,13,11,0.846,1
PAY_01912,CUST_1252,858.82,netbanking,card_declined,17,3,0,13,5,0.385,0
PAY_01913,CUST_0340,942.99,wallet,checkout_abandoned,21,1974,2,14,14,1.0,1
PAY_01914,CUST_1704,2760.3,card,network_timeout,0,1643,1,9,8,0.889,0
PAY_01915,CUST_0302,3941.88,wallet,card_declined,10,611,0,11,10,0.909,1
PAY_01916,CUST_0709,359.76,netbanking,card_declined,21,1301,1,3,3,1.0,0
PAY_01917,CUST_2043,2254.94,netbanking,checkout_abandoned,22,91,1,4,3,0.75,0
PAY_01918,CUST_1892,310.28,upi,checkout_abandoned,23,1543,0,2,2,1.0,0
PAY_01919,CUST_0914,1160.64,wallet,network_timeout,1,744,0,1,0,0.0,1
PAY_01920,CUST_2365,4317.65,card,checkout_abandoned,22,558,0,12,9,0.75,1
PAY_01921,CUST_1199,19997.41,upi,network_timeout,1,1714,2,6,4,0.667,1
PAY_01922,CUST_0429,1486.95,upi,insufficient_funds,6,1725,0,8,6,0.75,0
PAY_01923,CUST_2348,663.71,upi,network_timeout,11,767,1,1,0,0.0,0
PAY_01924,CUST_0918,1193.62,netbanking,insufficient_funds,21,304,0,2,1,0.5,0
PAY_01925,CUST_0990,1897.7,card,card_declined,10,1599,2,1,1,1.0,0
PAY_01926,CUST_0332,1052.95,card,card_declined,17,1941,1,7,7,1.0,0
PAY_01927,CUST_0555,858.93,card,insufficient_funds,13,1892,2,8,6,0.75,0
PAY_01928,CUST_0275,1279.29,upi,checkout_abandoned,11,938,0,1,1,1.0,0
PAY_01929,CUST_1232,2470.07,upi,card_declined,2,1121,0,10,10,1.0,1
PAY_01930,CUST_1474,1571.86,netbanking,insufficient_funds,23,230,1,1,0,0.0,0
PAY_01931,CUST_1330,889.14,netbanking,network_timeout,2,706,0,12,9,0.75,1
PAY_01932,CUST_0700,1053.1,upi,network_timeout,5,1513,1,13,9,0.692,1
PAY_01933,CUST_0016,1292.66,card,checkout_abandoned,20,1653,1,9,8,0.889,1
PAY_01934,CUST_0653,809.16,upi,checkout_abandoned,14,836,1,8,5,0.625,0
PAY_01935,CUST_2398,1022.32,netbanking,checkout_abandoned,7,1990,1,10,6,0.6,0
PAY_01936,CUST_0986,3012.27,upi,card_declined,5,550,0,3,3,1.0,1
PAY_01937,CUST_0587,1497.1,netbanking,network_timeout,3,1515,0,13,7,0.538,1
PAY_01938,CUST_1728,442.64,wallet,network_timeout,6,1445,1,13,7,0.538,0
PAY_01939,CUST_1201,4086.73,card,card_declined,19,1285,1,10,8,0.8,0
PAY_01940,CUST_0737,2512.21,upi,card_declined,19,720,1,14,13,0.929,1
PAY_01941,CUST_0720,595.28,upi,card_declined,16,1534,1,4,4,1.0,1
PAY_01942,CUST_1328,1343.78,upi,network_timeout,15,469,2,13,12,0.923,1
PAY_01943,CUST_2487,955.14,card,insufficient_funds,6,1791,1,0,0,0.75,0
PAY_01944,CUST_2017,3093.53,card,card_declined,17,1302,0,11,5,0.455,0
PAY_01945,CUST_1359,1337.05,card,checkout_abandoned,22,887,1,4,3,0.75,0
PAY_01946,CUST_0179,1698.2,upi,checkout_abandoned,8,757,0,14,11,0.786,1
PAY_01947,CUST_1716,1547.18,card,card_declined,13,271,2,8,5,0.625,0
PAY_01948,CUST_0456,550.83,card,checkout_abandoned,22,115,2,2,2,1.0,1
PAY_01949,CUST_2168,5540.6,upi,card_declined,3,677,1,4,2,0.5,0
PAY_01950,CUST_1321,3057.66,card,checkout_abandoned,10,490,0,13,12,0.923,1
PAY_01951,CUST_0352,989.93,netbanking,checkout_abandoned,17,1484,2,12,3,0.25,0
PAY_01952,CUST_0686,2098.61,card,card_declined,7,974,0,5,2,0.4,0
PAY_01953,CUST_1045,3923.88,card,checkout_abandoned,2,332,2,3,1,0.333,1
PAY_01954,CUST_2352,1882.08,wallet,checkout_abandoned,4,1241,2,0,0,0.75,0
PAY_01955,CUST_1586,6253.8,netbanking,checkout_abandoned,21,1372,0,1,0,0.0,1
PAY_01956,CUST_0177,18579.66,upi,checkout_abandoned,6,1051,1,0,0,0.75,1
PAY_01957,CUST_1270,1627.25,netbanking,network_timeout,20,1411,0,4,4,1.0,0
PAY_01958,CUST_0823,1129.49,card,card_declined,18,1984,1,2,1,0.5,0
PAY_01959,CUST_1986,815.67,netbanking,checkout_abandoned,15,1291,2,0,0,0.75,0
PAY_01960,CUST_0014,306.34,card,network_timeout,7,738,0,11,11,1.0,0
PAY_01961,CUST_2242,4885.65,upi,network_timeout,10,1353,2,13,4,0.308,0
PAY_01962,CUST_0014,1356.61,card,insufficient_funds,7,1873,0,13,13,1.0,1
PAY_01963,CUST_1371,3625.79,netbanking,network_timeout,9,1385,1,12,11,0.917,1
PAY_01964,CUST_0170,4258.63,card,card_declined,9,1034,0,1,1,1.0,0
PAY_01965,CUST_0960,758.06,card,checkout_abandoned,9,250,2,2,2,1.0,0
PAY_01966,CUST_1024,854.82,card,card_declined,7,1471,2,12,6,0.5,0
PAY_01967,CUST_1512,7268.4,upi,checkout_abandoned,9,1692,2,0,0,0.75,0
PAY_01968,CUST_0834,1701.88,card,checkout_abandoned,12,1167,1,11,7,0.636,0
PAY_01969,CUST_2276,1061.37,upi,network_timeout,12,1364,1,1,0,0.0,1
PAY_01970,CUST_1058,780.09,card,network_timeout,23,235,1,0,0,0.75,0
PAY_01971,CUST_2229,1607.41,netbanking,insufficient_funds,4,2088,0,11,10,0.909,1
PAY_01972,CUST_0915,6014.07,card,checkout_abandoned,22,913,2,10,9,0.9,0
PAY_01973,CUST_1684,3114.71,wallet,checkout_abandoned,20,1907,2,1,0,0.0,0
PAY_01974,CUST_0188,2081.72,card,insufficient_funds,22,1458,2,0,0,0.75,0
PAY_01975,CUST_0856,6414.77,card,card_declined,19,1556,1,13,10,0.769,1
PAY_01976,CUST_1515,5498.12,card,card_declined,14,596,0,3,2,0.667,0
PAY_01977,CUST_0861,2351.57,card,network_timeout,10,568,0,14,12,0.857,0
PAY_01978,CUST_0821,16588.05,upi,checkout_abandoned,23,713,1,7,7,1.0,1
PAY_01979,CUST_1167,1476.76,card,checkout_abandoned,19,582,2,14,3,0.214,0
PAY_01980,CUST_1341,4332.78,netbanking,card_declined,8,1514,2,13,11,0.846,0
PAY_01981,CUST_1147,1314.41,upi,checkout_abandoned,6,332,2,9,5,0.556,0
PAY_01982,CUST_2003,3706.42,card,insufficient_funds,4,1584,2,1,0,0.0,0
PAY_01983,CUST_1429,1475.62,upi,checkout_abandoned,16,318,2,13,9,0.692,0
PAY_01984,CUST_2277,2603.56,card,card_declined,21,1158,2,5,5,1.0,0
PAY_01985,CUST_0512,12181.22,card,network_timeout,21,632,1,3,3,1.0,1
PAY_01986,CUST_2183,3854.6,card,checkout_abandoned,19,1590,2,8,6,0.75,0
PAY_01987,CUST_0828,2635.99,card,insufficient_funds,20,620,0,5,5,1.0,0
PAY_01988,CUST_0916,968.53,card,checkout_abandoned,9,1818,2,11,3,0.273,1
PAY_01989,CUST_2013,2092.52,wallet,checkout_abandoned,19,1889,0,3,2,0.667,1
PAY_01990,CUST_0442,803.63,upi,card_declined,5,1099,0,13,10,0.769,1
PAY_01991,CUST_2249,3659.65,wallet,card_declined,13,51,0,1,1,1.0,1
PAY_01992,CUST_1399,3586.9,card,checkout_abandoned,8,1502,1,7,2,0.286,0
PAY_01993,CUST_1469,1559.05,netbanking,insufficient_funds,6,1475,2,14,12,0.857,0
PAY_01994,CUST_2181,6811.5,card,card_declined,10,27,1,12,5,0.417,1
PAY_01995,CUST_1398,6086.68,card,network_timeout,18,1216,1,12,11,0.917,1
PAY_01996,CUST_2015,2028.92,netbanking,checkout_abandoned,20,64,2,9,4,0.444,0
PAY_01997,CUST_0664,2829.77,card,insufficient_funds,14,535,2,8,3,0.375,0
PAY_01998,CUST_1142,1124.14,card,insufficient_funds,9,1302,1,3,3,1.0,1
PAY_01999,CUST_0559,1447.8,netbanking,checkout_abandoned,15,1001,2,4,3,0.75,1
PAY_02000,CUST_1938,759.86,upi,network_timeout,11,1373,1,8,2,0.25,1
PAY_02001,CUST_2260,1227.67,upi,checkout_abandoned,8,898,2,4,4,1.0,0
PAY_02002,CUST_0464,1655.79,card,insufficient_funds,4,635,1,4,4,1.0,1
PAY_02003,CUST_2325,476.87,card,checkout_abandoned,10,151,2,10,8,0.8,1
PAY_02004,CUST_0064,2855.47,wallet,checkout_abandoned,17,1334,2,10,7,0.7,0
PAY_02005,CUST_1982,4077.52,card,card_declined,13,1170,2,7,5,0.714,0
PAY_02006,CUST_2284,1788.63,card,checkout_abandoned,15,220,0,4,4,1.0,1
PAY_02007,CUST_1992,208.04,card,network_timeout,18,250,1,2,1,0.5,1
PAY_02008,CUST_2374,1470.19,wallet,card_declined,3,1662,2,3,2,0.667,0
PAY_02009,CUST_2205,590.42,netbanking,card_declined,19,1785,2,4,4,1.0,0
PAY_02010,CUST_1816,1105.27,upi,checkout_abandoned,6,763,1,14,10,0.714,0
PAY_02011,CUST_0463,5750.78,wallet,card_declined,6,2114,2,4,1,0.25,0
PAY_02012,CUST_0844,256.71,card,insufficient_funds,7,1234,1,13,13,1.0,1
PAY_02013,CUST_0485,936.78,netbanking,card_declined,18,1182,2,8,8,1.0,0
PAY_02014,CUST_0210,3495.38,card,insufficient_funds,14,2115,1,6,5,0.833,0
PAY_02015,CUST_1185,1026.59,card,insufficient_funds,1,1327,1,4,2,0.5,1
PAY_02016,CUST_0088,965.65,card,network_timeout,0,1116,1,11,8,0.727,0
PAY_02017,CUST_0441,9149.61,wallet,insufficient_funds,16,268,2,12,10,0.833,0
PAY_02018,CUST_0061,2436.34,wallet,card_declined,14,1138,2,14,6,0.429,0
PAY_02019,CUST_1935,3800.86,upi,network_timeout,8,707,2,12,10,0.833,1
PAY_02020,CUST_0734,2673.86,card,insufficient_funds,6,223,0,1,1,1.0,0
PAY_02021,CUST_2085,2048.58,card,checkout_abandoned,17,1152,0,13,11,0.846,0
PAY_02022,CUST_0674,4948.11,card,card_declined,21,96,2,9,9,1.0,0
PAY_02023,CUST_1476,8265.28,card,card_declined,20,2004,0,7,5,0.714,1
PAY_02024,CUST_0646,468.12,card,card_declined,19,1992,2,3,0,0.0,0
PAY_02025,CUST_1450,1749.85,upi,network_timeout,0,1563,1,7,6,0.857,1
PAY_02026,CUST_2215,1738.86,upi,insufficient_funds,13,1871,1,12,12,1.0,0
PAY_02027,CUST_0954,1276.81,wallet,checkout_abandoned,6,1785,0,8,5,0.625,1
PAY_02028,CUST_0434,3945.73,upi,insufficient_funds,7,1750,0,1,0,0.0,0
PAY_02029,CUST_0653,2210.67,card,network_timeout,21,271,2,11,7,0.636,0
PAY_02030,CUST_0296,8399.44,upi,network_timeout,6,2147,0,11,6,0.545,0
PAY_02031,CUST_1815,4340.54,card,card_declined,16,508,2,10,8,0.8,0
PAY_02032,CUST_1012,5363.13,upi,network_timeout,1,209,0,3,1,0.333,0
PAY_02033,CUST_1200,689.67,netbanking,insufficient_funds,17,1896,1,4,3,0.75,0
PAY_02034,CUST_1950,944.52,card,insufficient_funds,9,1654,0,6,4,0.667,0
PAY_02035,CUST_1413,1008.87,card,card_declined,2,1294,1,13,13,1.0,0
PAY_02036,CUST_1181,5187.65,netbanking,checkout_abandoned,3,242,0,12,10,0.833,1
PAY_02037,CUST_0333,830.31,upi,checkout_abandoned,8,688,1,1,0,0.0,1
PAY_02038,CUST_1665,849.96,upi,card_declined,15,1371,2,1,0,0.0,0
PAY_02039,CUST_0976,733.96,upi,network_timeout,19,1520,2,0,0,0.75,0
PAY_02040,CUST_1632,16284.41,upi,checkout_abandoned,20,1551,1,13,13,1.0,1
PAY_02041,CUST_0086,1606.41,card,insufficient_funds,19,539,2,12,5,0.417,1
PAY_02042,CUST_0382,2750.26,netbanking,checkout_abandoned,1,1498,2,3,1,0.333,0
PAY_02043,CUST_2275,722.74,wallet,network_timeout,19,240,2,13,9,0.692,1
PAY_02044,CUST_1853,3877.51,card,checkout_abandoned,21,572,1,7,1,0.143,1
PAY_02045,CUST_1517,435.55,card,checkout_abandoned,14,38,1,4,3,0.75,1
PAY_02046,CUST_0302,822.49,upi,card_declined,9,1908,1,11,10,0.909,0
PAY_02047,CUST_1429,1002.69,upi,insufficient_funds,20,795,0,1,1,1.0,1
PAY_02048,CUST_1782,2144.45,card,network_timeout,0,1223,2,1,1,1.0,0
PAY_02049,CUST_1963,954.39,upi,card_declined,0,22,2,3,2,0.667,0
PAY_02050,CUST_2309,6092.05,upi,insufficient_funds,2,1973,0,9,9,1.0,0
PAY_02051,CUST_2132,2692.22,upi,checkout_abandoned,16,863,2,12,6,0.5,0
PAY_02052,CUST_0290,1036.76,card,card_declined,0,960,2,7,5,0.714,0
PAY_02053,CUST_0860,3998.34,card,network_timeout,2,774,2,6,4,0.667,0
PAY_02054,CUST_0317,1314.11,card,checkout_abandoned,14,741,2,8,5,0.625,0
PAY_02055,CUST_0386,1122.36,wallet,insufficient_funds,14,663,2,0,0,0.75,0
PAY_02056,CUST_2471,3685.62,upi,network_timeout,6,1941,2,9,4,0.444,1
PAY_02057,CUST_1038,252.97,card,checkout_abandoned,20,172,0,12,9,0.75,1
PAY_02058,CUST_2429,3240.22,wallet,network_timeout,11,1762,1,6,5,0.833,0
PAY_02059,CUST_2442,1017.46,card,card_declined,14,552,0,9,8,0.889,1
PAY_02060,CUST_1218,1016.23,upi,card_declined,17,186,2,4,4,1.0,0
PAY_02061,CUST_1454,8621.82,card,checkout_abandoned,16,1884,0,14,13,0.929,1
PAY_02062,CUST_0376,1176.82,upi,insufficient_funds,10,948,1,2,1,0.5,0
PAY_02063,CUST_0536,3867.15,upi,network_timeout,13,1952,0,2,0,0.0,0
PAY_02064,CUST_1596,2250.57,netbanking,card_declined,4,164,0,14,12,0.857,1
PAY_02065,CUST_2169,2445.33,card,insufficient_funds,15,157,2,7,5,0.714,0
PAY_02066,CUST_1317,1473.08,card,checkout_abandoned,20,1879,0,6,1,0.167,1
PAY_02067,CUST_0508,1412.86,card,network_timeout,16,547,1,12,3,0.25,1
PAY_02068,CUST_0973,6111.53,wallet,checkout_abandoned,4,1033,1,4,1,0.25,1
PAY_02069,CUST_1486,3789.2,card,insufficient_funds,23,355,1,4,2,0.5,0
PAY_02070,CUST_1828,1206.88,upi,network_timeout,17,565,0,0,0,0.75,1
PAY_02071,CUST_0246,779.65,upi,checkout_abandoned,22,1247,1,7,5,0.714,0
PAY_02072,CUST_0598,1127.73,card,insufficient_funds,16,152,0,11,7,0.636,0
PAY_02073,CUST_0464,3947.11,card,insufficient_funds,15,1664,1,14,9,0.643,0
PAY_02074,CUST_1946,4621.6,card,checkout_abandoned,19,633,0,7,4,0.571,0
